date,price,dix,gex
11/8/2012,1377.51001,0.356132958,-640365601
11/9/2012,1379.849976,0.382497814,-183459819.1
11/12/2012,1380.030029,0.414913835,-161566654.4
11/13/2012,1374.530029,0.389635452,-326649444.6
11/14/2012,1355.48999,0.395428264,-896279282.6
11/15/2012,1353.329956,0.366305334,-1064663260
11/16/2012,1359.880005,0.377838216,-902628346.3
11/19/2012,1386.890015,0.443029488,833108848.5
11/20/2012,1387.810059,0.431524734,936082158.7
11/21/2012,1391.030029,0.399549763,1074233865
11/23/2012,1409.150024,0.409276923,1285954949
11/26/2012,1406.290039,0.425649864,1489869809
11/27/2012,1398.939941,0.415660896,1195461959
11/28/2012,1409.930054,0.399101262,1458462714
11/29/2012,1415.949951,0.419258483,1966128578
11/30/2012,1416.180054,0.405114081,1462041483
12/3/2012,1409.459961,0.422903465,1319254401
12/4/2012,1407.050049,0.381616436,987939253.4
12/5/2012,1409.280029,0.365733717,619549268.3
12/6/2012,1413.939941,0.39073447,863020317.7
12/7/2012,1418.069946,0.401575058,999761409.6
12/10/2012,1418.550049,0.382850504,962073908
12/11/2012,1427.839966,0.397593329,1410736639
12/12/2012,1428.47998,0.398400604,1379685820
12/13/2012,1419.449951,0.387779499,898420939.1
12/14/2012,1413.579956,0.366796552,757602274.7
12/17/2012,1430.359985,0.365082383,1349747637
12/18/2012,1446.790039,0.399599833,2143409968
12/19/2012,1435.810059,0.398091049,1711681838
12/20/2012,1443.689941,0.389809177,1798995793
12/21/2012,1430.150024,0.399590542,867379053
12/24/2012,1426.660034,0.375662081,874452741.7
12/26/2012,1419.829956,0.366132149,589989445
12/27/2012,1418.099976,0.382920621,648806625.4
12/28/2012,1402.430054,0.373180034,313374576.4
12/31/2012,1426.189941,0.367612702,1037372986
1/2/2013,1462.420044,0.408387181,2271946220
1/3/2013,1459.369995,0.411084207,2115151899
1/4/2013,1466.469971,0.40085829,1927021354
1/7/2013,1461.890015,0.421020455,1824539135
1/8/2013,1457.150024,0.426407822,1687059848
1/9/2013,1461.02002,0.401299174,1692440459
1/10/2013,1472.119995,0.406521893,2165222550
1/11/2013,1472.050049,0.406955007,2151586355
1/14/2013,1470.680054,0.396407187,1948029763
1/15/2013,1472.339966,0.37745356,1915405615
1/16/2013,1472.630005,0.400468816,2252665999
1/17/2013,1480.939941,0.405456103,2797809460
1/18/2013,1485.97998,0.420186392,6626065505
1/22/2013,1492.560059,0.404837828,1401035800
1/23/2013,1494.810059,0.399654611,1660669631
1/24/2013,1494.819946,0.370458006,1217452162
1/25/2013,1502.959961,0.387115124,1416846845
1/28/2013,1500.180054,0.384003017,1414172221
1/29/2013,1507.839966,0.420941389,1650243399
1/30/2013,1501.959961,0.416475716,1556969383
1/31/2013,1498.109985,0.405991965,1367683606
2/1/2013,1513.170044,0.402749968,1695589833
2/4/2013,1495.709961,0.407471645,1254710706
2/5/2013,1511.290039,0.406997345,1926419295
2/6/2013,1512.119995,0.429158792,1949501493
2/7/2013,1509.390015,0.423840104,1949395995
2/8/2013,1517.930054,0.423994382,2096700652
2/11/2013,1517.01001,0.414464852,2184319610
2/12/2013,1519.430054,0.405188321,2128303103
2/13/2013,1520.329956,0.389954765,2012236679
2/14/2013,1521.380005,0.399621358,2161505360
2/15/2013,1519.790039,0.410504046,3158968729
2/19/2013,1530.939941,0.379329583,1430542182
2/20/2013,1511.949951,0.395198082,901839165.4
2/21/2013,1502.420044,0.405178056,636557388.3
2/22/2013,1515.599976,0.406510613,1110694539
2/25/2013,1487.849976,0.415833681,497996620.9
2/26/2013,1496.939941,0.415661366,703611705.5
2/27/2013,1515.98999,0.392456962,1152475464
2/28/2013,1514.680054,0.403155987,1011455334
3/1/2013,1518.199951,0.408234946,1083855995
3/4/2013,1525.199951,0.39259849,1277802650
3/5/2013,1539.790039,0.383489399,1813447358
3/6/2013,1541.459961,0.385603996,1775448595
3/7/2013,1544.26001,0.389067617,1938120444
3/8/2013,1551.180054,0.397392913,2029533964
3/11/2013,1556.219971,0.387688585,2215985844
3/12/2013,1552.47998,0.402901503,2029782455
3/13/2013,1554.52002,0.3943232,2035305643
3/14/2013,1563.22998,0.386227489,2384814339
3/15/2013,1560.699951,0.410386141,2732773146
3/18/2013,1552.099976,0.436842036,1528451777
3/19/2013,1548.339966,0.417850272,1409105595
3/20/2013,1558.709961,0.388587693,1629524132
3/21/2013,1545.800049,0.423769703,1325773175
3/22/2013,1556.890015,0.404141075,1582114581
3/25/2013,1551.689941,0.414668312,1550581124
3/26/2013,1563.77002,0.410085849,1809272038
3/27/2013,1562.849976,0.416105318,1578964435
3/28/2013,1569.189941,0.394636595,1650093772
4/1/2013,1562.170044,0.39988148,1365443736
4/2/2013,1570.25,0.377484083,1550558952
4/3/2013,1553.689941,0.409943716,1119758894
4/4/2013,1559.97998,0.412178942,1155685835
4/5/2013,1553.280029,0.430148959,1141106496
4/8/2013,1563.069946,0.403979361,1399732049
